Policy,nPublic,PatientProb,PatientCreated,PublicSaved,Dead,Alive,DeathRate
3,5,0.5,4984,406,4522,56,0.907303371
3,5,0.5,5084,358,4673,53,0.919158143
3,5,0.5,5020,369,4600,51,0.916334661
3,5,0.5,4962,378,4533,51,0.913542926
3,5,0.5,5108,448,4601,59,0.900743931
3,5,0.5,4984,370,4556,58,0.914125201
3,5,0.5,4991,420,4526,45,0.906832298
3,5,0.5,4974,379,4533,62,0.911338963
3,5,0.5,5014,382,4576,56,0.912644595
3,5,0.5,4994,396,4531,67,0.907288746
3,5,0.5,4949,410,4480,59,0.90523338
3,5,0.5,4971,412,4500,59,0.905250453
3,5,0.5,4968,385,4528,55,0.911433172
3,5,0.5,4919,409,4466,44,0.907908111
3,5,0.5,4995,437,4501,57,0.901101101
3,5,0.5,5022,357,4600,65,0.915969733
3,5,0.5,5058,395,4610,53,0.911427442
3,5,0.5,5046,349,4635,62,0.918549346
3,5,0.5,5047,339,4648,60,0.920943135
3,5,0.5,4973,422,4498,53,0.904484215
3,5,0.5,5014,340,4622,52,0.921818907
3,5,0.5,5070,427,4593,50,0.90591716
3,5,0.5,4998,360,4581,57,0.916566627
3,5,0.5,4919,370,4495,54,0.913803619
3,5,0.5,4956,437,4474,45,0.902744149
3,5,0.5,4975,407,4521,47,0.908743719
3,5,0.5,5029,384,4584,61,0.911513223
3,5,0.5,4978,343,4587,48,0.921454399
3,5,0.5,5013,349,4600,64,0.917614203
3,5,0.5,5002,353,4595,54,0.918632547
3,5,0.5,5013,437,4516,60,0.90085777
3,5,0.5,5012,359,4604,49,0.918595371
3,5,0.5,4943,389,4497,57,0.909771394
3,5,0.5,4986,332,4598,56,0.92218211
3,5,0.5,4991,425,4514,52,0.90442797
3,5,0.5,5040,400,4583,57,0.909325397
3,5,0.5,5030,362,4612,56,0.916898608
3,5,0.5,5076,386,4636,54,0.913317573
3,5,0.5,4959,389,4517,53,0.910869127
3,5,0.5,5014,450,4506,58,0.898683686
3,5,0.5,5012,390,4566,56,0.911013567
3,5,0.5,4911,393,4473,45,0.910812462
3,5,0.5,5059,394,4603,62,0.909863609
3,5,0.5,4947,407,4480,60,0.905599353
3,5,0.5,5084,371,4662,51,0.916994493
3,5,0.5,5027,384,4583,60,0.911676944
3,5,0.5,4968,386,4536,46,0.913043478
3,5,0.5,5029,392,4576,61,0.90992245
3,5,0.5,5073,367,4651,55,0.916814508
3,5,0.5,5014,447,4506,61,0.898683686
3,5,0.5,5007,361,4598,48,0.91831436
3,5,0.5,5033,393,4581,59,0.910192728
3,5,0.5,4964,390,4522,52,0.910958904
3,5,0.5,5015,407,4554,54,0.908075773
3,5,0.5,4967,392,4513,62,0.908596738
3,5,0.5,5003,358,4599,46,0.919248451
3,5,0.5,4946,439,4450,57,0.899716943
3,5,0.5,4957,334,4572,51,0.922332056
3,5,0.5,4997,365,4578,54,0.91614969
3,5,0.5,5047,370,4616,61,0.914602734
3,5,0.5,5005,388,4570,47,0.913086913
3,5,0.5,5048,490,4501,57,0.891640254
3,5,0.5,4944,425,4477,42,0.905542071
3,5,0.5,4951,404,4499,48,0.908705312
3,5,0.5,4982,404,4522,56,0.907667603
3,5,0.5,5042,352,4640,50,0.920269734
3,5,0.5,4996,326,4623,47,0.925340272
3,5,0.5,4989,376,4554,59,0.912808178
3,5,0.5,4944,425,4477,42,0.905542071
3,5,0.5,4910,346,4515,49,0.919551935
3,5,0.5,5001,463,4486,52,0.897020596
3,5,0.5,4955,372,4533,50,0.914833502
3,5,0.5,5029,384,4584,61,0.911513223
3,5,0.5,4994,349,4589,56,0.918902683
3,5,0.5,5056,369,4635,52,0.916732595
3,5,0.5,4920,467,4405,48,0.895325203
3,5,0.5,4988,387,4546,55,0.91138733
3,5,0.5,5076,386,4636,54,0.913317573
3,5,0.5,4966,398,4513,55,0.908779702
3,5,0.5,4961,390,4524,47,0.911912921
3,5,0.5,5033,455,4530,48,0.900059607
3,5,0.5,5056,369,4635,52,0.916732595
3,5,0.5,5070,449,4563,58,0.9
3,5,0.5,4958,345,4560,53,0.919725696
3,5,0.5,5036,384,4594,58,0.91223193
3,6,0.15,1449,1440,0,9,0
3,6,0.15,1532,1523,0,9,0
3,6,0.15,1519,1515,0,4,0
3,6,0.15,1530,1523,0,7,0
3,6,0.15,1534,1531,0,3,0
3,6,0.15,1488,1486,0,2,0
3,6,0.15,1479,1477,0,2,0
3,6,0.15,1485,1481,0,4,0
3,6,0.15,1501,1494,0,7,0
3,6,0.15,1522,1517,0,5,0
3,6,0.15,1496,1490,0,6,0
3,6,0.15,1499,1494,0,5,0
3,6,0.15,1490,1484,0,6,0
3,6,0.15,1561,1559,0,2,0
3,6,0.15,1510,1506,0,4,0
3,6,0.15,1500,1498,0,2,0
3,6,0.15,1499,1494,0,5,0
3,6,0.15,1573,1564,2,7,0.001271456
3,6,0.15,1544,1538,0,6,0
3,6,0.15,1509,1503,0,6,0
3,6,0.15,1489,1481,0,8,0
3,6,0.15,1482,1469,0,13,0
3,6,0.15,1573,1564,2,7,0.001271456
3,6,0.15,1467,1464,0,3,0
3,6,0.15,1447,1443,0,4,0
3,6,0.15,1452,1448,0,4,0
3,6,0.15,1540,1535,0,5,0
3,6,0.15,1499,1495,0,4,0
3,6,0.15,1530,1523,0,7,0
3,6,0.15,1517,1512,0,5,0
3,6,0.15,1534,1528,0,6,0
3,6,0.15,1452,1449,0,3,0
3,6,0.15,1449,1448,0,1,0
3,6,0.15,1492,1487,0,5,0
3,6,0.15,1471,1466,0,5,0
3,6,0.15,1520,1518,0,2,0
3,6,0.15,1534,1530,0,4,0
3,6,0.15,1575,1569,0,6,0
3,6,0.15,1535,1528,0,7,0
3,6,0.15,1532,1525,0,7,0
3,6,0.15,1524,1521,0,3,0
3,6,0.15,1440,1434,0,6,0
3,6,0.15,1490,1486,0,4,0
3,6,0.15,1515,1508,0,7,0
3,6,0.15,1572,1570,0,2,0
3,6,0.15,1495,1490,0,5,0
3,6,0.15,1494,1491,0,3,0
3,6,0.15,1512,1506,0,6,0
3,6,0.15,1542,1539,0,3,0
3,6,0.15,1575,1571,0,4,0
3,6,0.15,1506,1500,0,6,0
3,6,0.15,1468,1459,0,9,0
3,6,0.15,1514,1512,0,2,0
3,6,0.15,1528,1523,0,5,0
3,6,0.15,1507,1504,0,3,0
3,6,0.15,1477,1472,0,5,0
3,6,0.15,1561,1560,0,1,0
3,6,0.15,1468,1459,0,9,0
3,6,0.15,1459,1456,0,3,0
3,6,0.15,1516,1513,0,3,0
3,6,0.15,1438,1433,0,5,0
3,6,0.15,1436,1434,0,2,0
3,6,0.15,1455,1450,0,5,0
3,6,0.15,1454,1447,0,7,0
3,6,0.15,1530,1526,0,4,0
3,6,0.15,1510,1500,0,10,0
3,6,0.15,1510,1506,0,4,0
3,6,0.15,1489,1484,0,5,0
3,6,0.15,1463,1457,0,6,0
3,6,0.15,1510,1506,0,4,0
3,6,0.15,1455,1450,0,5,0
3,6,0.15,1514,1510,0,4,0
3,6,0.15,1534,1528,0,6,0
3,6,0.15,1491,1489,0,2,0
3,6,0.15,1440,1437,0,3,0
3,6,0.15,1526,1526,0,0,0
3,6,0.15,1461,1456,0,5,0
3,6,0.15,1518,1511,2,5,0.001317523
3,6,0.15,1494,1490,0,4,0
3,6,0.15,1490,1485,0,5,0
3,6,0.15,1536,1531,0,5,0
3,6,0.15,1440,1434,0,6,0
3,6,0.15,1508,1502,0,6,0
3,6,0.15,1516,1513,0,3,0
3,6,0.15,1515,1509,0,6,0
3,6,0.15,1511,1506,0,5,0
3,6,0.15,1452,1449,0,3,0
3,6,0.15,1506,1500,0,6,0
3,6,0.15,1453,1451,0,2,0
3,6,0.15,1455,1451,0,4,0
3,6,0.15,1445,1438,0,7,0
3,6,0.15,1469,1463,0,6,0
3,6,0.15,1513,1509,0,4,0
3,6,0.15,1500,1498,0,2,0
3,6,0.15,1494,1490,0,4,0
3,6,0.15,1497,1493,1,3,0.000668003
3,6,0.15,1448,1446,0,2,0
3,6,0.15,1504,1502,0,2,0
3,6,0.15,1524,1514,1,9,0.000656168
3,6,0.15,1481,1476,0,5,0
3,6,0.2,1961,1941,4,16,0.002039776
3,6,0.2,1941,1921,18,2,0.00927357
3,6,0.2,1979,1901,70,8,0.0353714
3,6,0.2,2016,1941,70,5,0.034722222
3,6,0.2,2012,1878,114,20,0.05666004
3,6,0.2,1974,1960,0,14,0
3,6,0.2,1990,1934,36,20,0.018090452
3,6,0.2,1899,1886,9,4,0.004739336
3,6,0.2,2030,2011,11,8,0.005418719
3,6,0.2,1976,1955,14,7,0.00708502
3,6,0.2,2055,1857,187,11,0.090997567
3,6,0.2,1989,1942,33,14,0.016591252
3,6,0.2,2039,1876,155,8,0.076017656
3,6,0.2,2013,1977,26,10,0.012916046
3,6,0.2,2042,2012,18,12,0.008814887
3,6,0.2,1971,1961,6,4,0.00304414
3,6,0.2,2064,2039,18,7,0.00872093
3,6,0.2,2055,2013,34,8,0.016545012
3,6,0.2,1956,1885,64,7,0.032719836
3,6,0.2,2046,1897,128,21,0.062561095
3,6,0.2,2023,1860,144,19,0.071181414
3,6,0.2,2037,1936,94,7,0.046146294
3,6,0.2,2028,1916,103,9,0.050788955
3,6,0.2,2041,1932,93,16,0.045565899
3,6,0.2,1964,1956,4,4,0.00203666
3,6,0.2,2023,1824,189,10,0.093425606
3,6,0.2,2014,1947,60,7,0.02979146
3,6,0.2,2025,2010,11,4,0.005432099
3,6,0.2,2003,1945,54,4,0.026959561
3,6,0.2,1965,1902,50,13,0.025445293
3,6,0.2,2038,1987,45,6,0.022080471
3,6,0.2,2064,2039,18,7,0.00872093
3,6,0.2,1999,1946,40,13,0.020010005
3,6,0.2,2023,2004,10,9,0.004943154
3,6,0.2,2058,1957,91,10,0.044217687
3,6,0.2,2023,1985,22,16,0.010874938
3,6,0.2,2076,1967,91,18,0.043834297
3,6,0.2,1929,1917,3,9,0.00155521
3,6,0.2,1958,1952,0,6,0
3,6,0.2,1943,1923,9,11,0.004632012
3,6,0.2,2090,1921,162,7,0.077511962
3,6,0.2,1990,1934,36,20,0.018090452
3,6,0.2,1996,1959,23,14,0.011523046
3,6,0.2,1908,1893,9,6,0.004716981
3,6,0.2,2002,1873,108,21,0.053946054
3,6,0.2,2030,2005,19,6,0.009359606
3,6,0.2,1975,1967,2,6,0.001012658
3,6,0.2,1949,1927,11,11,0.00564392
3,6,0.2,1973,1962,8,3,0.004054739
3,6,0.2,1991,1952,34,5,0.017076846
3,6,0.2,1985,1942,38,5,0.019143577
3,6,0.2,2014,1983,25,6,0.012413108
3,6,0.2,2012,2007,0,5,0
3,6,0.2,1976,1910,57,9,0.028846154
3,6,0.2,1993,1975,6,12,0.003010537
3,6,0.2,2051,1913,124,14,0.060458313
3,6,0.2,2007,1832,155,20,0.077229696
3,6,0.2,1999,1942,50,7,0.025012506
3,6,0.2,2059,1927,128,4,0.0621661
3,6,0.2,2008,1973,27,8,0.013446215
3,6,0.2,1966,1910,46,10,0.023397762
3,6,0.2,1973,1878,73,22,0.036999493
3,6,0.2,2024,1982,26,16,0.01284585
3,6,0.2,1897,1853,31,13,0.016341592
3,6,0.2,2022,1969,47,6,0.023244313
3,6,0.2,1973,1922,45,6,0.022807907
3,6,0.2,2026,1978,39,9,0.019249753
3,6,0.2,1990,1921,61,8,0.030653266
3,6,0.2,2001,1874,118,9,0.058970515
3,6,0.2,2059,2029,22,8,0.010684798
3,6,0.2,1940,1924,2,14,0.001030928
3,6,0.2,2035,1975,44,16,0.021621622
3,6,0.2,2060,1862,179,19,0.086893204
3,6,0.2,2040,1991,42,7,0.020588235
3,6,0.2,2000,1973,12,15,0.006
3,6,0.2,2034,1848,169,17,0.083087512
3,6,0.2,1991,1969,9,13,0.004520342
3,6,0.2,1955,1918,19,18,0.00971867
3,6,0.2,1995,1980,9,6,0.004511278
3,6,0.2,1931,1888,29,14,0.015018125
3,6,0.2,2021,1979,31,11,0.015338941
3,6,0.2,2032,2005,19,8,0.009350394
3,6,0.2,2015,1959,44,12,0.021836228
3,6,0.2,2019,2007,10,2,0.004952947
3,6,0.2,2019,1958,38,23,0.018821199
3,6,0.2,1959,1939,3,17,0.001531394
3,6,0.2,1951,1948,2,1,0.001025115
3,6,0.2,2073,2002,61,10,0.029425953
3,6,0.2,2000,1840,151,9,0.0755
3,6,0.2,1952,1904,45,3,0.023053279
3,6,0.2,2023,1985,22,16,0.010874938
3,6,0.2,2031,1949,69,13,0.033973412
3,6,0.2,2030,2011,11,8,0.005418719
3,6,0.2,1982,1979,0,3,0
3,6,0.2,2025,1903,110,12,0.054320988
3,6,0.2,1988,1975,9,4,0.004527163
3,6,0.2,2003,1942,48,13,0.023964054
3,6,0.2,1991,1952,34,5,0.017076846
3,6,0.2,2071,2000,51,20,0.024625785
3,6,0.2,1965,1939,16,10,0.008142494
3,6,0.5,4986,520,4420,46,0.88648215
3,6,0.5,5052,558,4438,56,0.878463975
3,6,0.5,4992,618,4327,47,0.866786859
3,6,0.5,5002,588,4361,53,0.871851259
3,6,0.5,5001,613,4340,48,0.867826435
3,6,0.5,5030,588,4386,56,0.871968191
3,6,0.5,5081,524,4510,47,0.887620547
3,6,0.5,4972,597,4323,52,0.869469027
3,6,0.5,4901,575,4263,63,0.869822485
3,6,0.5,4985,534,4393,58,0.881243731
3,6,0.5,4986,578,4353,55,0.873044525
3,6,0.5,4982,628,4307,47,0.864512244
3,6,0.5,5015,634,4320,61,0.861415753
3,6,0.5,5010,609,4342,59,0.866666667
3,6,0.5,4962,652,4259,51,0.858323257
3,6,0.5,4999,552,4392,55,0.878575715
3,6,0.5,4956,508,4389,59,0.88559322
3,6,0.5,5045,530,4459,56,0.883845391
3,6,0.5,4925,584,4287,54,0.870456853
3,6,0.5,4977,532,4390,55,0.882057464
3,6,0.5,4967,571,4340,56,0.873766861
3,6,0.5,5006,605,4348,53,0.868557731
3,6,0.5,4939,565,4318,56,0.874266046
3,6,0.5,5099,633,4408,58,0.864483232
3,6,0.5,4972,537,4384,51,0.881737731
3,6,0.5,4922,554,4312,56,0.87606664
3,6,0.5,5013,577,4382,54,0.874127269
3,6,0.5,5031,534,4434,63,0.881335719
3,6,0.5,5013,556,4407,50,0.879114303
3,6,0.5,4959,547,4366,46,0.880419439
3,6,0.5,4918,623,4237,58,0.861529077
3,6,0.5,5119,487,4579,53,0.894510647
3,6,0.5,4972,534,4385,53,0.881938858
3,6,0.5,5019,624,4337,58,0.864116358
3,6,0.5,5022,550,4421,51,0.880326563
3,6,0.5,4993,621,4315,57,0.864209894
3,6,0.5,5029,567,4406,56,0.876118513
3,6,0.5,5032,584,4395,53,0.873410175
3,6,0.5,5000,548,4389,63,0.8778
3,6,0.5,4986,576,4359,51,0.874247894
3,6,0.5,5044,630,4355,59,0.863402062
3,6,0.5,5000,628,4309,63,0.8618
3,6,0.5,5001,560,4381,60,0.876024795
3,6,0.5,5026,568,4408,50,0.877039395
3,6,0.5,4967,566,4346,55,0.874974834
3,6,0.5,4987,632,4304,51,0.863043914
3,6,0.5,5098,519,4525,54,0.887602982
3,6,0.5,4976,553,4372,51,0.878617363
3,6,0.5,5054,535,4467,52,0.883854373
3,6,0.5,4929,519,4345,65,0.881517549
3,6,0.5,4969,572,4350,47,0.875427651
3,6,0.5,4934,537,4350,47,0.881637617
3,6,0.5,4989,647,4289,53,0.859691321
3,6,0.5,5028,609,4362,57,0.867541766
3,6,0.5,5096,468,4576,52,0.897959184
3,6,0.5,5040,554,4429,57,0.878769841
3,6,0.5,4992,629,4310,53,0.86338141
3,6,0.5,5071,620,4392,59,0.866101361
3,6,0.5,5018,531,4434,53,0.883618972
3,6,0.5,5017,503,4466,48,0.89017341
3,6,0.5,5043,503,4488,52,0.88994646
3,6,0.5,5056,695,4304,57,0.851265823
3,6,0.5,5017,610,4365,42,0.870041858
3,6,0.5,4993,539,4402,52,0.881634288
3,6,0.5,5003,562,4390,51,0.877473516
3,6,0.5,5016,612,4350,54,0.86722488
3,6,0.5,4914,543,4314,57,0.877899878
3,6,0.5,4919,552,4317,50,0.877617402
3,6,0.5,4955,582,4327,46,0.873259334
3,6,0.5,4896,637,4199,60,0.857638889
3,6,0.5,4896,630,4208,58,0.859477124
3,6,0.5,5005,651,4299,55,0.858941059
3,6,0.5,5024,617,4346,61,0.865047771
3,6,0.5,4864,614,4199,51,0.86328125
3,6,0.5,5040,554,4429,57,0.878769841
3,6,0.5,4913,596,4265,52,0.868105027
3,6,0.5,5022,602,4354,66,0.866985265
3,6,0.5,4946,601,4283,62,0.865952285
3,6,0.5,5068,559,4459,50,0.879834254
3,6,0.5,4991,548,4383,60,0.878180725
3,6,0.5,4924,580,4301,43,0.873476848
3,6,0.5,5036,558,4415,63,0.876687847
3,6,0.5,5051,561,4436,54,0.878241932
3,6,0.5,5046,579,4419,48,0.875743163
3,6,0.5,4884,625,4197,62,0.859336609
3,6,0.5,5091,556,4484,51,0.880769986
3,6,0.5,5001,613,4340,48,0.867826435
3,6,0.5,4992,626,4312,54,0.863782051
3,6,0.5,4948,671,4220,57,0.852869846
3,6,0.5,5136,551,4529,56,0.881814642
3,6,0.5,5011,522,4443,46,0.886649371
3,6,0.5,5039,594,4394,51,0.871998412
3,6,0.5,4946,561,4328,57,0.875050546
3,6,0.5,5056,695,4304,57,0.851265823
3,6,0.5,5038,567,4412,59,0.875744343
3,6,0.5,4952,522,4379,51,0.884289176
3,6,0.5,5062,552,4462,48,0.881469775
3,6,0.5,5081,668,4356,57,0.857311553
3,6,0.5,5036,578,4398,60,0.873312153
3,6,0.5,5040,595,4380,65,0.869047619
